,sample_size,pymc_time,pystan_exec_times,nutpie_exec_times,numpyro_exec_times
55,100000,83.06358623504639,71.70795178413391,16.844304084777832,41.09562802314758
56,10000,36.14699172973633,34.29643702507019,9.456056833267212,6.476024866104126
57,20000,54.90087175369263,52.60362386703491,14.836624145507812,9.883531093597412
58,50000,58.10654902458191,53.39283275604248,12.937556028366089,24.13251996040344
59,100000,97.3748688697815,90.0909812450409,15.110738039016724,47.12289810180664
60,10000,33.14205527305603,48.89396619796753,8.990011215209961,7.542792081832886
61,20000,44.07545804977417,56.07339596748352,9.800268650054932,9.379204034805298
62,50000,56.489399909973145,58.45422697067261,14.662839889526367,27.96758770942688
63,100000,85.89791703224182,76.91188597679138,17.97248911857605,50.13002800941467
64,10000,33.90823197364807,44.8206741809845,9.40350103378296,7.611225128173828
65,20000,34.72622728347778,39.94533610343933,9.79734992980957,10.420353889465332
66,50000,70.47063088417053,61.91851806640625,14.480098962783812,28.347251892089844
67,100000,97.27882504463196,72.01647090911865,20.101665019989014,57.16618299484253
68,10000,32.491169929504395,35.39736008644104,9.308279752731323,6.674790859222412
69,20000,36.74407815933228,41.75748300552368,10.611126899719238,10.7935471534729
70,50000,52.45534777641296,114.70190811157228,12.308290004730225,24.518477201461792
71,100000,89.56963109970093,69.02805781364441,16.80314302444458,41.85557126998901
72,10000,37.50053811073303,36.7372260093689,9.6825270652771,5.949290990829468
73,20000,45.87727689743042,63.778924226760864,11.466776847839355,13.817817211151125
74,50000,73.9668321609497,57.10825395584106,14.087666988372805,22.670637130737305
75,100000,103.45516920089722,69.45472574234009,20.281503915786743,47.03504109382629
76,10000,32.77357888221741,43.1869740486145,11.422128200531006,5.608834981918335
77,20000,42.84683394432068,45.04129600524902,10.46146011352539,10.834432125091553
78,50000,56.73965907096863,56.29217791557312,13.186991930007936,21.53169298171997
79,100000,106.57261610031128,75.40625596046448,21.03622603416443,57.59648299217224
80,10000,140.65779900550842,37.43897294998169,10.577223300933838,12.217135906219482
81,20000,35.82764983177185,64.2833559513092,12.853969097137451,8.974143981933594
82,50000,62.47733879089356,124.2921543121338,15.056021928787231,25.94310712814331
83,100000,74.28469705581665,162.06655597686768,16.87381887435913,42.85698986053467
84,10000,55.77360510826111,21.900813817977905,10.755157947540283,6.92430591583252
85,20000,181.61926698684687,44.85828614234924,10.63813829421997,9.871721982955933
86,50000,52.53201699256897,88.74054908752441,13.558479070663452,25.729585886001587
87,100000,81.71815919876099,160.65032196044922,18.006012201309204,38.08874797821045
88,10000,34.73296308517456,22.922929286956787,10.048768043518066,6.476232767105103
89,20000,62.17850708961487,46.29067897796631,10.621217727661133,10.317322969436646
90,50000,57.03732395172119,61.66476583480835,14.580514192581177,42.73670291900635
91,100000,66.29120516777039,106.37220692634584,20.3121600151062,44.15431618690491
92,10000,39.75496816635132,37.05094599723816,9.719305992126465,8.279076099395752
93,20000,35.6947078704834,48.21572017669678,10.389184951782228,10.34805393218994
94,50000,69.07671618461609,85.98560285568237,11.986037015914915,33.33551287651062
95,100000,194.41101789474487,96.57232904434204,18.55446600914001,48.93924617767334
96,10000,34.25377607345581,41.86480522155762,12.802447080612184,6.798397779464722
97,20000,39.455446004867554,49.60807776451111,11.6339910030365,8.222522258758545
98,50000,59.520143032073975,116.23541212081908,13.247509002685549,21.374663829803467
99,100000,79.70717716217041,133.33868432044983,18.68412399291992,36.83613085746765
100,10000,46.32410979270935,28.00112986564636,10.008872985839844,7.9780237674713135
101,20000,39.6449019908905,46.47824311256409,11.792712211608888,9.781694889068604
102,50000,63.790886878967285,46.37302088737488,13.824450731277466,24.728672981262207
103,100000,72.66214609146118,80.22120189666748,19.09739804267884,39.86557579040527
104,10000,30.7310791015625,46.646397829055786,10.07915186882019,5.068877935409546
105,20000,51.89704203605652,29.404385089874268,12.504741907119753,12.462496280670166
106,50000,84.65386486053467,123.06505608558656,16.285775184631348,20.500792264938354
107,100000,93.74793219566344,81.00594997406006,17.197860717773438,40.635804176330566
108,10000,36.4406681060791,24.77170991897583,10.943474292755129,5.8370201587677
109,20000,41.244256019592285,45.01374888420105,15.29625391960144,15.545637845993042
110,50000,65.35479307174683,45.05784487724304,14.783692121505736,28.31374502182007
111,100000,100.51478481292725,70.83497428894043,20.023417234420776,52.96264600753784
112,10000,49.20741415023804,40.10756301879883,13.348681926727297,7.539835929870605
113,20000,35.81649160385132,42.52564024925232,12.41798996925354,12.157075881958008
114,50000,64.34120678901672,49.20151591300965,15.010303020477297,25.81847715377808
115,100000,71.8846549987793,84.5902271270752,52.14366698265076,64.87023115158081
116,10000,33.90459585189819,31.834617137908936,10.908596992492676,5.68832802772522
117,20000,58.73484182357788,34.527212142944336,11.3731689453125,9.005391120910645
118,50000,52.08186411857605,57.19716286659241,19.23988008499145,25.92759895324707
119,100000,105.58812379837036,79.70536780357361,22.516691207885746,56.52594494819641
120,10000,38.26266074180603,48.75292205810547,10.58851718902588,9.93828511238098
121,20000,51.7975549697876,25.91661787033081,10.239831924438477,13.24882674217224
122,50000,57.47674775123596,74.33632683753967,10.625110149383543,21.649615049362183
123,100000,84.46661806106567,83.98427319526672,14.213090896606444,39.57814192771912
124,10000,36.03988790512085,43.12185883522034,8.25590991973877,5.567596912384033
125,20000,36.76047420501709,39.80962109565735,9.162458658218384,9.71808695793152
126,50000,52.184504985809326,60.706188917160034,11.409975051879885,20.57301092147827
127,100000,125.647296667099,76.51319599151611,21.65154004096985,118.04786205291748
128,10000,48.75385999679565,29.396602869033813,9.018441915512083,5.850184202194214
129,20000,41.13963413238525,65.20652914047241,9.118585109710692,7.677978277206421
130,50000,64.44353413581848,65.52277398109436,10.782217979431152,23.62623310089112
131,100000,95.14177203178406,87.74498009681702,14.44415807723999,54.51231002807617
132,10000,35.18269491195679,25.89539885520935,7.875999927520752,8.707742929458618
133,20000,38.2864089012146,47.72456693649292,8.974939346313477,9.147048950195312
134,50000,77.2577919960022,56.984548807144165,11.795035123825071,25.109357118606567
135,100000,85.30706596374512,84.13089895248413,16.246196031570435,49.32745599746704
136,10000,42.03382611274719,25.449012994766235,7.969771146774292,9.54774808883667
137,20000,36.34015226364136,73.95150113105774,10.411865234375,11.837727069854736
138,50000,57.2051990032196,58.57685828208923,10.91996693611145,24.872639179229736
139,100000,86.5543601512909,67.9753680229187,15.680239915847778,37.44609880447388
140,10000,52.15207314491272,24.47113823890686,9.550734996795654,6.24640703201294
141,20000,36.027791261672974,42.95441198348999,9.708171844482422,9.836594104766846
142,50000,56.608798027038574,64.31696701049805,11.382761001586914,21.76665496826172
143,100000,132.01356196403503,64.836256980896,18.69959211349488,53.48885488510132
144,10000,35.06082820892334,23.142230987548828,8.606441020965576,9.01800537109375
145,20000,34.74061322212219,52.430724143981934,9.4525249004364,10.579524040222168
146,50000,76.8945562839508,60.10481882095337,11.451616048812866,19.34102511405945
147,100000,115.04519701004028,66.8247001171112,39.63216781616211,62.10619306564331
148,10000,34.9734320640564,32.374677896499634,8.929997205734253,7.377542972564697
149,20000,41.83460092544556,40.61119890213013,10.417372226715088,13.073796033859251
150,50000,60.81783819198608,54.86474013328552,13.49589776992798,22.41129899024964
151,100000,85.53002762794495,78.39581799507141,14.829568147659302,31.08341813087464
152,10000,55.93478989601135,37.02132511138916,8.50253701210022,6.324251174926758
153,20000,42.920876026153564,48.914912939071655,10.00192093849182,10.133018732070925
154,50000,89.50128698348999,39.18311023712158,16.755629777908325,38.96364903450012
155,100000,112.3719449043274,80.70494103431702,18.879283905029297,60.61093497276306
156,10000,45.6461329460144,40.860177993774414,9.090801000595093,5.984483003616333
157,20000,56.50952219963074,67.32867789268494,11.426813125610352,10.732117176055908
158,50000,56.062395334243774,70.04299116134644,10.643259048461914,22.86155390739441
159,100000,119.0110411643982,73.37375473976135,22.095462322235107,62.29026389122009
160,10000,36.8846697807312,38.34187078475952,9.121371984481812,6.230460166931152
161,20000,39.83536505699158,40.09189009666443,9.018139839172363,10.250946044921877
162,50000,57.22397804260254,75.3245120048523,12.379392862319946,22.197009086608887
163,100000,149.00212502479553,61.81976294517517,21.174952030181885,70.40103101730347
164,10000,35.435094594955444,46.98159670829773,9.3919198513031,6.513206958770752
165,20000,43.87566304206848,63.99967098236084,9.45028829574585,10.29238510131836
166,50000,96.82344222068788,38.88167595863342,18.85988712310791,42.65060186386109
167,100000,107.2776849269867,188.9393620491028,17.920387268066406,47.191588163375854
168,10000,57.49717807769776,29.572263956069943,9.404340982437134,7.153284788131714
169,20000,43.81356501579285,51.336198806762695,11.572513103485107,13.535538911819458
170,50000,91.63985466957092,58.88149189949036,11.910506963729858,20.82070779800415
171,100000,120.60513305664062,94.07030487060548,20.49302196502685,58.78172111511231
172,10000,54.175538778305054,21.44289517402649,11.736904859542848,6.780903100967407
173,20000,38.09074807167053,43.61781191825867,9.563318967819214,8.975322961807251
174,50000,70.19014596939087,60.41661477088928,12.197606801986694,20.165066957473755
175,100000,99.6804358959198,66.9732301235199,18.275128841400143,41.433976888656616
176,10000,34.75260591506958,25.196581840515137,10.749459981918337,5.9353320598602295
177,20000,40.56106233596802,41.30581998825073,9.186073780059814,10.173533201217651
178,50000,60.53888201713562,98.0376489162445,11.99721908569336,23.22925329208374
179,100000,131.2136948108673,65.22568392753601,21.320512056350708,60.58558297157288
180,10000,33.66556692123413,40.91397714614868,9.701401710510254,7.846959114074707
181,20000,48.26514196395874,45.82345080375672,11.674564123153688,11.122798919677734
182,50000,66.15903186798096,75.9196457862854,14.643905878067017,25.629438161849976
183,100000,93.0609438419342,76.13766503334045,16.655951976776123,47.93541097640991
184,10000,53.797093868255615,34.30928301811218,9.132802724838257,5.960268974304199
185,20000,35.39867115020752,49.08340311050415,10.30525803565979,11.620431184768677
186,50000,57.18100309371948,120.6554811000824,12.50780701637268,23.34496688842773
187,100000,113.167733669281,69.47412610054016,18.45595693588257,54.10847520828247
188,10000,37.21200513839722,40.39178800582886,9.45929789543152,5.699549913406372
189,20000,41.304888010025024,59.64362502098084,9.95932912826538,16.067021131515503
190,50000,54.6346001625061,55.60873007774353,12.123827934265137,21.86851000785828
191,100000,92.34793710708618,79.42217206954956,18.105796098709103,55.28432083129883
192,10000,60.234910011291504,36.83377718925476,11.203214168548584,6.670671701431274
193,20000,53.31335997581482,46.04129409790039,11.836283206939695,12.06708598136902
194,50000,63.595864057540894,48.21862983703613,15.838793992996216,23.546480894088745
195,100000,103.94069123268127,67.35385990142822,20.72921705245972,53.586872816085815
196,10000,35.36246585845947,26.92630386352539,11.787338018417358,5.869584083557129
197,20000,41.48355913162232,37.52427005767822,12.940036058425903,10.574944972991943
198,50000,55.506778717041016,59.398937940597534,15.37165093421936,21.88167881965637
199,100000,100.52572703361513,83.40620708465576,19.96167206764221,89.53030204772949
200,10000,45.67908930778504,21.55320620536804,10.008554935455322,8.271283149719238
201,20000,98.87655282020567,54.7271249294281,11.253492832183838,14.406946659088137
202,50000,55.82979679107666,117.76361298561096,12.09968400001526,30.988056182861328
203,100000,117.84233403205872,72.95462012290955,18.73381900787353,47.2417778968811
204,10000,37.313318967819214,30.06986689567566,9.838284969329834,5.778809070587158
205,20000,44.33325004577637,43.198797941207886,10.354027032852173,8.398366928100586
206,50000,52.94933724403381,60.37966990470886,15.423901319503784,21.84774208068848
207,100000,178.21087527275083,78.45734691619873,20.34852719306945,52.9321711063385
208,10000,54.163846015930176,24.96095085144043,10.19422698020935,5.658720016479492
209,20000,43.15900683403015,44.01066303253174,12.696863889694214,8.021429061889648
210,50000,66.55050706863403,57.05091786384583,17.84148383140564,29.70152902603149
211,100000,119.47006607055664,66.69835376739502,20.29579782485962,62.81606602668762
212,10000,31.800827980041504,27.843348026275635,9.828362941741943,6.354331016540527
213,20000,51.718085050582886,41.69959402084351,10.759375095367432,10.69143295288086
214,50000,51.91683602333069,74.95547223091125,12.813717126846312,21.911507844924927
215,100000,167.76503777503967,59.57816123962402,26.95039796829224,70.09129500389099
216,10000,36.92313504219055,23.219617128372192,10.64470887184143,5.717241048812866
217,20000,39.80004000663757,42.70151495933533,13.383974075317385,9.36943793296814
218,50000,51.97218728065491,61.33893990516663,13.761688709259031,20.866570949554443
219,100000,91.35754323005676,70.42599201202393,17.373406887054443,42.75338792800903
220,10000,41.93452000617981,21.30699896812439,11.465520143508911,6.663923978805542
221,20000,41.83983397483826,57.55283260345459,10.975657224655151,9.040019273757936
222,50000,66.78678679466248,64.03827714920044,15.75967001914978,19.029359102249146
223,100000,79.07271814346313,73.13271808624268,16.48227095603943,45.217681884765625
224,10000,50.00588488578797,35.35941410064697,10.563771963119509,7.710842847824097
225,20000,40.7043240070343,56.88562798500061,10.777533054351808,11.696127891540527
226,50000,102.11859893798828,78.23453688621521,16.76284098625183,24.40819215774536
227,100000,115.49504113197328,67.20478415489197,21.422996044158936,71.69343996047974
228,10000,31.94349980354309,42.39458107948303,10.234971761703491,5.849350929260254
229,20000,39.37100172042847,62.44350481033325,10.647760152816772,9.243844985961914
230,50000,63.38499093055725,109.99810314178468,13.272663831710815,27.52497410774231
231,100000,133.11726570129397,95.41283774375916,21.260905027389526,41.488653898239136
232,10000,34.28825092315674,34.2340521812439,10.431074857711792,7.534738063812256
233,20000,45.28375506401062,48.61128401756287,10.672016143798828,9.595038890838625
234,50000,68.24759984016418,58.80909991264343,16.858545780181885,22.02702808380127
235,100000,102.70171093940736,70.14692401885986,19.730836868286133,49.81880497932434
236,10000,56.21496915817261,23.038250207901,11.341554164886476,6.011993169784546
237,20000,42.59382390975952,75.23009204864502,10.821676969528198,9.4983549118042
238,50000,58.81962990760803,68.18734884262085,16.219177961349487,23.25430393218994
239,100000,105.9088921546936,69.00492191314697,21.24730920791626,58.36698579788208
